# M=28, N=14, max=1, PBC
# U/t E0/t              S1(l=14)            S1_OP(l=14)          S2(l=14)            S2_OP(l=14)              Sigma2_n(l=14)
0.39080157099713214 -16.293393507775956 1.4565244349199524 0.47302118444035235 1.1003564764617475 0.2652403997137545 0.41845270633087495
0.43306162652977764 -16.12987549753718 1.4566946065976498 0.4770768691571951 1.099307997735051 0.26816871630081734 0.41519194488881084
0.4798915518535437 -15.950057132968192 1.4568989031026365 0.4815504966798839 1.098188021159634 0.27141845942245924 0.4116365447495127
0.5317855183471609 -15.752481693393142 1.4571436165084313 0.4864854252173741 1.0969973054224953 0.2750282570622758 0.4077634144001152
0.5892911355315212 -15.535602202712722 1.4574360063821235 0.49193028461400334 1.0957383792334072 0.2790429077362374 0.4035476112319927
0.6530152297026794 -15.297786485796122 1.4577843676439244 0.4979400490309201 1.0944160786035437 0.283514985900128 0.39896187849221576
0.7236302474480942 -15.037326137139047 1.4581980530535261 0.5045774920569812 1.0930382226943087 0.2885070717672707 0.39397593604351044
0.8018813516190211 -14.752450672456364 1.4586874040497124 0.5119151981084489 1.0916164642003938 0.2940949079795777 0.38855539806570505
0.8885942846390915 -14.441348538408661 1.4592635024724103 0.520038390576719 1.0901673566624621 0.3003719547935766 0.3826601192792225
0.9846840821264075 -14.102197219242374 1.4599375731407669 0.5290489668154339 1.0887136822368695 0.30745608989949796 0.37624166134099823
1.0911647287793846 -13.733205485511457 1.4607196965555784 0.5390713180160043 1.0872860665194435 0.31549964834930955 0.36923938824882896
1.2091598584197905 -13.332672019397085 1.4616161269298007 0.5502607622721514 1.0859248378936819 0.3247047331385456 0.36157440487891535
1.3399146111048583 -12.899066464313076 1.462623710663702 0.562815678839976 1.0846818756338894 0.3353469093213756 0.3531400739597004
1.4848087724302996 -12.43114180423877 1.4637180928042661 0.5769944421210544 1.0836215806687843 0.34781219298383304 0.34378710698128145
1.6453713336763087 -11.928091610874878 1.4648282247829625 0.5931371016837363 1.0828183823529849 0.362654565044637 0.3333001945893983
1.8232966264420687 -11.389773294727206 1.4657799608342414 0.6116865901021954 1.0823433271950083 0.3806825705572309 0.32136215584139194
2.0204622020290013 -10.817030576126818 1.4661693315041873 0.633186976741878 1.082218575114662 0.4030768594947695 0.3075024145752465
2.238948644244412 -10.21216483126793 1.46507993203737 0.658187055902482 1.082281603052723 0.4315003317009543 0.29103583144087963
2.4810615246995535 -9.57961414872108 1.4604902695608037 0.6868633004241232 1.0818157346440374 0.4680154864876193 0.27103503968675113
2.7493557322847186 -8.92684298505164 1.4482546076635 0.7180240636836612 1.0787016509238538 0.5142455910347598 0.24648325546960592
3.0466624335574264 -8.265150507118648 1.4212798002393514 0.7474297386117181 1.068197108166629 0.5688327755509109 0.21691212409864846
3.376118948542384 -7.609377350955992 1.371710382362601 0.7673340428059378 1.043557165641779 0.623908182983883 0.18362576563995958
3.741201857206702 -6.975086075129881 1.2986989260447108 0.7713009108134794 1.0022285203632757 0.6668521728390904 0.15025323249891187
4.145763685965449 -6.37403652417574 1.2134587367561978 0.7612805875444116 0.9515990948638704 0.6907140461055842 0.12075933175110976
4.594073561350804 -5.811990580085602 1.130779395745684 0.7455512458037626 0.9026152402613739 0.6993134920859255 0.0968417551420373
5.090862259841393 -5.290300397613252 1.058764324228086 0.7307572603129829 0.8610953282150193 0.7003136757317143 0.07802478337412566
5.641372129238835 -4.808331532905193 0.9986813895329248 0.7192956586700655 0.8277298799291617 0.6988969114500766 0.06316851642552734
6.251412408385259 -4.364732829304757 0.9489853540040205 0.7111114139401983 0.8012648445525237 0.6972288499473552 0.05129698359300505
6.927420528981501 -3.957812508713927 0.9077437340922364 0.7054479649554739 0.7802431739044363 0.6959074679379039 0.04172126519885211
7.676530046391538 -3.585632600010408 0.8733439145125631 0.7015674723088219 0.7634682152844119 0.6949785102130679 0.033957060311209375
8.506645916270957 -3.246075307303347 0.8445387334252638 0.6989135296394798 0.7500243348647978 0.6943540606523235 0.027646157827390994
9.426527911373787 -2.9369202990971806 0.8203580194679566 0.6970974848422797 0.7392135108100736 0.6939412685383405 0.0225110508793378
10.445883058791077 -2.655919393830286 0.8000295107634342 0.6958537293167109 0.7304974879672654 0.6936698483278692 0.01833080808539478
11.575468073062348 -2.400857194189806 0.7829259933620774 0.6950013977959231 0.7234562794651598 0.6934915331055286 0.014927231128410767
12.827202866082331 -2.169594812528785 0.7685309037082438 0.6944171401908223 0.7177591280643593 0.6933742932523238 0.012155786217597608
14.214296331612761 -1.960098542233539 0.7564148952734518 0.6940166398286828 0.7131437288023866 0.6932971144613251 0.009898977487331706
15.751385731736596 -1.770456738016678 0.7462189486340352 0.6937421573152394 0.7094009566860049 0.693246244844615 0.008061200539628999
17.45469115612598 -1.598888053742924 0.737641631808178 0.6935541065896393 0.7063633949137423 0.6932126791797036 0.006564632869320519
19.34218668405074 -1.4437436025710915 0.7304291733406731 0.6934253297395976 0.7038965770596861 0.6931905108173708 0.005345914606678548
21.433790055309398 -1.3035049859064611 0.7243675459886862 0.6933371902333993 0.7018922183527967 0.6931758586012259 0.004353455804469775
23.75157285157939 -1.1767796186277266 0.7192760454974972 0.6932768994006852 0.7002629335221173 0.693166168140492 0.0035452480882796067
26.319993406119035 -1.0622943770581605 0.7150020147933944 0.6932356834525778 0.6989380825985193 0.693159755950162 0.002887083615298991
29.166154899593725 -0.9588882971077753 0.7114164666611801 0.6932075253076383 0.6978604830807102 0.6931555112386163 0.002351106219073529
32.32009136557486 -0.8655048307156535 0.7084104248999858 0.6931883004385446 0.6969837942682633 0.6931527003980483 0.0019146316934524066
35.81508462377594 -0.7811840094159942 0.7058918491448787 0.693175183193641 0.6962704274797108 0.6931508385556616 0.001559187346607871
39.68801548545427 -0.7050547489243189 0.7037830399311766 0.6931662389492146 0.6956898705934919 0.6931496050345839 0.0012697300742914308
43.97975293706267 -0.6363274462770141 0.7020184429276846 0.6931601439968003 0.6952173409229103 0.6931487876446903 0.0010340095431757845
48.73558540900003 -0.5742869624779113 0.700542787560545 0.6931559932344098 0.6948326995444025 0.6931482459226402 0.00084204968793955
54.005698680411214 -0.5182860423364011 0.6993095074134098 0.6931531682088219 0.6945195746587493 0.6931478868587332 0.000685726409521692
59.84570546311231 -0.467739194468421 0.6982793990810344 0.6931512466161811 0.6942646526292259 0.6931476488377797 0.0005584239835911831
66.31723225305974 -0.4221170347926899 0.6974194834088859 0.6931499402900808 0.6940571038910979 0.6931474910450421 0.00045475473874034833
73.48856964209551 -0.38094108374232843 0.6967020388326922 0.693149052722262 0.6938881175892014 0.6931473864301186 0.00037033130512043044
81.43539295236425 -0.34377899896802916 0.6961037812220007 0.6931484499982218 0.6937505240294118 0.6931473170685756 0.00030158074934405477
90.2415607978742 -0.3102402201830997 0.6956051684949888 0.6931480409158685 0.6936384881610973 0.6931472710782758 0.00024559347109942564
100.0 -0.27997200000028605 0.6951898114929935 0.6931477634014032 0.6935472605852843 0.6931472405836905 0.00020000000674258445
