# ./dmrgSacc --pbc -N 21 --Vi=2.553289851820316 --Vf=2.6077118044583796 -n 7 
#            V (t)        energy (t)          S1(l=21)          S2(l=21)       S1acc(l=21)       S2acc(l=21)
    2.55328985e+00   -1.40455892e+01    1.58977091e+00    1.22325859e+00    7.55641266e-01    4.60106983e-01
    2.56236018e+00   -1.40119085e+01    1.58923033e+00    1.22285014e+00    7.55994794e-01    4.60282580e-01
    2.57143050e+00   -1.39783179e+01    1.58867196e+00    1.22242815e+00    7.56331674e-01    4.60444373e-01
    2.58050083e+00   -1.39448176e+01    1.58809542e+00    1.22199230e+00    7.56651484e-01    4.60592025e-01
    2.58957115e+00   -1.39114078e+01    1.58750033e+00    1.22154230e+00    7.56953797e-01    4.60725198e-01
    2.59864148e+00   -1.38780886e+01    1.58688631e+00    1.22107785e+00    7.57238182e-01    4.60843551e-01
    2.60771180e+00   -1.38448603e+01    1.58625297e+00    1.22059865e+00    7.57504205e-01    4.60946739e-01
