# M=26, N=13, max=1, PBC
# U/t                  E0/t                S1(l=13)             S1_OP(l=13)          S4.0(l=13)           S4.0_OP(l=13)        Sigma2_n(l=13)       H(4.0)              S(4.0)_OP(5) 
  -0.030000000019365026 -16.708339270938048 1.4310966160231926  0.4146739563066376  0.9945877235632313  0.15774493675651607 0.4474270079382734  0.8297088912107636  0.1575641848492479  
  -0.0332441058799503  -16.720905665940364 1.4310978909259524  0.41434554355836106 0.9946285302395299  0.1575834649883467  0.44772066214301276 0.829914780607529   0.15740318093340538 
  -0.03683901916813193 -16.734839070733102 1.431099459642866   0.4139813201799956  0.994674070660172   0.1574044432485765  0.44804670945290326 0.8301433695621363  0.15722467767664167 
  -0.04082267509827882 -16.750289167267088 1.4311013903166203  0.4135773444584028  0.9947249315476678  0.1572059529593706  0.4484088017026693  0.8303972141235653  0.1570267619798605  
  -0.045237111079799136 -16.767422249667746 1.4311037670520246  0.41312923208526464 0.9947817807354158  0.15698586315402982 0.44881102071757795 0.8306791706458743  0.15680730894180556 
  -0.05012891031563893 -16.786423118676474 1.431106693713546   0.4126321043541324  0.9948453801908702  0.15674180630984488 0.4492579335233913  0.8309924340142358  0.15656395776190526 
  -0.05554969337013041 -16.807497203649103 1.4311102986481157  0.41208052979028603 0.9949166015010104  0.15647115128492062 0.4497546552042877  0.8313405814102449  0.1562940847385406  
  -0.061556662893444754 -16.830872942026037 1.4311147405667923  0.4114684582317906  0.9949964443590337  0.15617097293885793 0.4503069215929685  0.8317276226095297  0.15599477297024525 
  -0.06821320725083786 -16.85680445067793  1.4311202158810774  0.4107891462398144  0.9950860587244464  0.1558380180021794  0.4509211729037901  0.8321580579624493  0.1556627783031435  
  -0.07558956942646847 -16.88557452882244  1.4311269678692815  0.4100350724775797  0.9951867714982675  0.15546866664213413 0.45160465090619795 0.8326369455022906  0.15529449098985548 
  -0.08376358826037628 -16.917498038446173 1.4311352981516454  0.409197841455847   0.9953001187726875  0.15505888910850948 0.4523655118567049  0.8331699789197782  0.1548858924300906  
  -0.09282151984050067 -16.95292571557059  1.4311455810862617  0.4082680737036869  0.9954278849946685  0.15460419670702996 0.4532129585604281  0.8337635785705202  0.15443250624588423 
  -0.10285894771745487 -16.992248474508457 1.4311582818724824  0.4072352800145504  0.9955721507462348  0.1540995862035991  0.4541573956990632  0.8344249982075578  0.15392934279864312 
  -0.1139817915470694  -17.035902277795124 1.4311739793770366  0.40608771690713685 0.9957353513179834  0.15353947659196332 0.4552106132579752  0.835162450793907   0.15337083607201782 
  -0.12630742480437512 -17.08437365713056  1.4311933950006366  0.40481221976871906 0.9959203488747896  0.1529176369111124  0.4563860046375723  0.8359852576442752  0.15275077161216477 
  -0.13996591336366881 -17.1382059859421   1.4312174293046525  0.4033940093066341  0.9961305218363343  0.15222710351943297 0.45769882730505174 0.8369040262767582  0.15206220391870778 
  -0.1551013880147405  -17.198006622704312 1.4312472086569419  0.40181646580352914 0.9963698761941471  0.1514600848197837  0.459166516965098   0.8379308639050379  0.15129736129267685 
