# M=22, N=11, max=1, PBC
# U/t                  E0/t                S1(l=11)             S1_OP(l=11)          S10.0(l=11)           S10.0_OP(l=11)        Sigma2_n(l=11)       H(10.0)              S(10.0)_OP(5) 
  -100.0               -1000.0200020004    3.0910060985909573  0.6301100542973962  3.0906783444327335  0.6297853018119536  10.249818099967634  2.408441405649022   0.6086201175228417  
  -90.2415607978742    -902.4377734381616  3.0909978128128093  0.6301046445042567  3.090595207587473   0.6297065560782279  10.249776609783734  2.4084363437999667  0.6085480262915838  
  -81.43539295236425   -814.3784925741688  3.0909876389660407  0.6300980031097119  3.090493051491892   0.6296102091649649  10.249725649544452  2.408430126113521   0.6084597907385044  
  -73.48856964209554   -734.9129165788415  3.0909751469682702  0.6300898501097059  3.0903675066649243  0.6294924218577975  10.249663054463795  2.408422488130655   0.6083518741451505  
  -66.31723225305977   -663.2024874650149  3.09095980882226    0.6300798420145505  3.090213190571682   0.6293485639226747  10.249586163242274  2.408413104613574   0.6082200034534015  
  -59.84570546311237   -598.4904832409208  3.0909409763399496  0.6300675575317596  3.0900234682121273  0.6291730734494034  10.249491703343047  2.4084015754407173  0.6080590344390998  
  -54.00569868041127   -540.0940326390123  3.090917853800869   0.6300524800537544  3.0897901539527357  0.6289593018305417  10.249375649331835  2.4083874081594776  0.6078628009648607  
  -48.73558540900008   -487.3969091577197  3.0908894643913225  0.6300339762518127  3.0895031391876424  0.6286993482250838  10.249233047739654  2.408369996370226   0.6076239507062254  
  -43.97975293706269   -439.84302837746947 3.090854609005461   0.6300112699310176  3.089149925964699   0.6283838905126493  10.249057800207922  2.4083485928938386  0.6073337722674786  
  -39.688015485454294  -396.93057993425174 3.09081181566147    0.6299834101258672  3.0887150408447526  0.628002023906472   10.24884239448668   2.4083222763866177  0.6069820219945383  
  -35.81508462377596   -358.2067322322566  3.0907592773786488  0.6299492322084628  3.0881792955156793  0.627541123470633   10.248577570000904  2.408289909686865   0.6065567630119412  
  -32.320091365574875  -323.2628540222489  3.090694775853525   0.6299073105360372  3.0875188504679083  0.6269867523507876  10.248251900943647  2.40825008767279    0.6060442337538007  
  -29.16615489959374   -291.7302024284446  3.0906155876359254  0.6298559008767826  3.0867040246486153  0.6263226426315021  10.247851274862008  2.4082010717342954  0.6054287677999272  
  -26.31999340611905   -263.2760319314301  3.09051836870107    0.6297928705185648  3.08569777667921    0.6255307787627824  10.24735823797334   2.4081407070411776  0.6046927898822941  
  -23.7515728515794    -237.6000832603824  3.0903990122868215  0.6297156135793918  3.0844537612920235  0.6245916121732719  10.246751169276024  2.4080663175281747  0.6038169126192782  
  -21.43379005530941   -214.43141516184306 3.0902524735401196  0.6296209485994605  3.0829138379879475  0.623484427412556   10.246003232820396  2.4079745717652603  0.6027801526359728  
  -19.342186684050752  -193.52554563749362 3.09007255278247    0.6295049950012508  3.0810048787893463  0.6221878628883699  10.245081039682951  2.4078613104249023  0.6015602713046871  
  -17.45469115612599   -174.66187251891716 3.0898516268973433  0.6293630244610258  3.078634692642327   0.620680562872918   10.243942925739159  2.4077213225764726  0.6001342238625149  
  -15.751385731736603  -157.6413462090113  3.0895803152143215  0.6291892826501417  3.075686865757287   0.6189419053052952  10.242536714454364  2.4075480530607662  0.5984786733268825  
  -14.214296331612768  -142.28437010072304 3.0892470619330505  0.6289767761990421  3.0720143309693566  0.6169527196814807  10.240796779453248  2.4073332160190106  0.596570498217049   
  -12.827202866082338  -128.42890661525712 3.0888376109913103  0.6287170191424803  3.0674315635969753  0.6146958919588412  10.23864013981423   2.4070662792294466  0.5943872044751881  
  -11.575468073062355  -115.92876901401904 3.088334340365794   0.6283997325812394  3.0617055195721745  0.6121567597702348  10.235961195626231  2.4067337686953474  0.5919071516977753  
  -10.445883058791082  -104.6520811617166  3.0877154095085433  0.6280124909400143  3.0545458731963637  0.6093232371452537  10.23262451511443   2.4063183206797376  0.5891095281259884  
  -9.426527911373793   -94.47988928507706  3.0869536532891715  0.6275403081811124  3.045595872003098   0.6061856700654218  10.22845477044853   2.4057973758842497  0.5859740572749036  
  -8.506645916270962   -85.30491152131845  3.086015123817694   0.6269651579359934  3.034426236160059   0.6027364995757454  10.223222403480673  2.4051413633855003  0.5824804831869786  
