# M=32, N=16, max=1, PBC
# U/t                  E0/t                S1(l=16)             S1_OP(l=16)          S2.0(l=16)           S2.0_OP(l=16)        Sigma2_n(l=16)       H(2.0)              S2.0_OP(5) 
  -100.0                -1500.0200020004004  3.4657109088971674   0.6498091562544377   3.4656858915488096   0.6497841545298917   21.49981241246489    2.8043245116040065   0.6419907047055965   
  -90.2415607978742     -1353.6455774275319  3.4657052124246905   0.6498054370216554   3.4656744874688723   0.6497747356246341   21.499769624123715   2.804321567182411    0.6419818971760195   
  -66.31723225305974    -994.7886487303132   3.4656790846811867   0.6497883853099804   3.465622155947259    0.6497315373440685   21.499573214662632   2.8043080519354544   0.6419414978761052   
  -48.73558540900003    -731.0748362027192   3.465630722884918    0.6497568525981021   3.465525190937284    0.649651597533514    21.499209024928476   2.8042829932292195   0.6418667160311801   
  -35.81508462377594    -537.2821553511357   3.465541219313704    0.6496985910682962   3.465345422035133    0.649503742861243    21.498532928125954   2.8042364794096084   0.6417283273137585   
  -26.319993406119035   -394.87599896202534  3.4653755945978713   0.6495910924064938   3.465011786396485    0.6492305365828732   21.49727502527938    2.804149960826636    0.6414723588632321   
  -19.34218668405074    -290.23647905774675  3.4650690961538744   0.6493931779883706   3.4643913788330183   0.6487266014876762   21.49492504831447    2.8039884105138344   0.6409993545421949   
  -14.214296331612761   -213.35585175877438  3.4645015711960574   0.6490300275626286   3.4632335536951984   0.6478001420833619   21.49050125910138    2.8036846086149465   0.6401268197694677   
  -10.445883058791077   -156.8814964553908   3.463448560189879    0.6483670814711082   3.4610584691460864   0.6461073148777589   21.482053565304554   2.803105777457824    0.6385225975661213   
  -7.676530046391538    -115.41306295933357  3.461483493935605    0.6471659731891484   3.4569229179562244   0.6430495816664554   21.465478302911094   2.801976170437221    0.6355918078992742   
  -5.641372129238835    -84.98700577421748   3.4577613348408174   0.6450139774468948   3.4488887082921007   0.6376468708878499   21.431199237438335   2.799673131238656    0.6303052993610101   
  -4.145763685965449    -62.70077897163697   3.450433292894156    0.6412242159814948   3.432694245410635    0.6285163675772372   21.352281565851584   2.7945880912367502   0.6210305774519733   
  -3.0466624335574264   -46.44830701841286   3.4343126292157016   0.634772075181979    3.3981878217598656   0.6144335611462567   21.11958414748196    2.7815128707472088   0.6057565508512348   
  -2.238948644244412    -34.81851210129127   3.372931346284669    0.6263103546811991   3.3005366829069125   0.5858012347961016   19.38848018809557    2.7199311171216034   0.5748951475990537   
