# M=32, N=16, max=1, PBC
# U/t                  E0/t                S1(l=16)             S1_OP(l=16)          S2.0(l=16)           S2.0_OP(l=16)        Sigma2_n(l=16)       H(2.0)              S2.0_OP(5) 
  0.030000000019365043  -20.26253912919718   1.5001162426886123   0.46707261354758056  1.1457744818642186   0.25905008439154287  0.4622102211255168   0.8707141338282304   0.2587097729200043   
  0.04082267509827884   -20.2114696950216    1.500120840902625    0.4681897464022221   1.1454216306595317   0.2598262364690037   0.4611804856752286   0.8694669720597632   0.25948141196201857  
  0.055549693370130444  -20.14212763678154   1.5001292928005654   0.46970593744328604  1.1449462051345203   0.2608810347797341   0.4597885144597882   0.8677750684681332   0.26052998552282114  
  0.07558956942646847   -20.04804882577665   1.5001447879106606   0.47176194273004435  1.1443079029422247   0.26231396540139623  0.4579111726892222   0.8654821630855316   0.26195428852588143  
  0.1028589477174549    -19.92054492554781   1.5001730970925842   0.47454680406862904  1.1434550723569485   0.2642596974168162   0.4553868455161023   0.8623788515168904   0.26388798302808375  
  0.13996591336366884   -19.747991192985502  1.5002245782262715   0.47831349235650744  1.1423231323314937   0.2669004377299825   0.452005931859631    0.8581856748690943   0.2665117764556826   
  0.19045943341302143   -19.514931974564536  1.5003176247149712   0.48339917797198617  1.1408343002898818   0.2704828535576037   0.44750069768349476  0.8525313458001624   0.27007004075545926  
  0.2591687854867744    -19.200998833972328  1.5004844396567711   0.49025162489892266  1.1389003911457862   0.2753419108771076   0.4415354361837416   0.8449244569397959   0.27489410561018224  
  0.35266543729042454   -18.779682848457554  1.5007803531123225   0.49946455368140114  1.1364319064803352   0.2819363876014013   0.43369779120656915  0.8347152140752667   0.2814367408048454   
  0.4798915518535437    -18.217104572764427  1.50129805141547     0.5118287120867324   1.1333592195735114   0.29090715445368487  0.4234901230958883   0.8210384144022981   0.2903283807548527   
  0.6530152297026794    -17.47113595931436   1.502187278397085    0.5284168883870728   1.1296766598273709   0.30318740150992873  0.4103118341435419   0.8027130181940624   0.30248301076199374  
  0.8885942846390915    -16.491660693651404  1.503675396248792    0.5507564993972627   1.1255310604996729   0.3202510134561083   0.39339743236962477  0.7780235961632032   0.31933688290314965  
  1.2091598584197905    -15.223683750736228  1.5060532588758881   0.5812609822289591   1.1213991511247432   0.3447903767213172   0.3715855487600237   0.7441304176758938   0.34350423111895595  
  1.6453713336763087    -13.61722182346173   1.5093424020402915   0.6244943246005552   1.118404206856255    0.38296968642566553  0.34243643320503736  0.6951047732574688   0.3809860887989986   
  2.238948644244412     -11.654598900741691  1.5095549226983525   0.6903652606375407   1.117854503911679    0.4529463294071072   0.2986826424603066   0.6142230321939839   0.44973376816318195  
  3.0466624335574264    -9.429748869136166   1.4574908046908577   0.7782265481517127   1.098064551646818    0.5956314963712455   0.2196403479158704   0.4546644258674324   0.5923921485001513   
  4.145763685965449     -7.278427632419002   1.2179288463589693   0.7687529662581576   0.9559282163795426   0.7018956906183091   0.11964120299172976  0.2454308078264779   0.7017328161325253   
  5.641372129238835     -5.49463653174502    0.9983933641317209   0.7194933092562086   0.8277039443163202   0.6995471941552196   0.06302530574507159  0.1279235069245405   0.6995469755676124   
  7.676530046391538     -4.097839376423203   0.8733209602119517   0.7015661712124283   0.7634630012833753   0.6949954587408891   0.033951705257607045 0.06846438638847657  0.6949954588007139   
  10.445883058791077    -3.0353356751892138  0.8000287970975501   0.6958535857792242   0.7304973358328155   0.693670169436133    0.01833068737445842  0.03682713457010035  0.6936701694989588   
  14.214296331612761    -2.2401126014598343  0.7564148797574256   0.6940166357754356   0.7131437258467593   0.6932971196163713   0.009898975919341524 0.019846605947409827 0.693297119647643    
  19.34218668405074     -1.6499926882714704  0.7304291730583283   0.6934253296533731   0.7038965770116056   0.6931905108845303   0.005345914820253483 0.010706066121343616 0.6931905108984324   
  26.319993406119035    -1.2140507166306982  0.7150020147887097   0.693235683449233    0.6989380825976729   0.6931597559460956   0.002887083745534369 0.005778326649737183 0.6931597559531916   
  35.81508462377594     -0.8927817250471685  0.7058918491447864   0.6931751831932772   0.6962704274795699   0.6931508385546828   0.001559187371597659 0.0031195889244559905 0.6931508385563537   
  48.73558540900003     -0.656327957118045   0.7005427875605235   0.6931559932334392   0.6948326995442657   0.6931482459199484   0.000842049760962027 0.001684453623093858 0.6931482459247106   
  66.31723225305974     -0.4824194683353355  0.6974194834088683   0.6931499402901925   0.6940571038909826   0.6931474910452754   0.0004547547306259503 0.0009096128457896696 0.6931474910449541   
  90.2415607978742      -0.35456025163738475 0.6956051684949723   0.6931480409158434   0.6936384881609922   0.6931472710781469   0.0002455934736360632 0.0004912170827483385 0.6931472710785241   
  100.0                 -0.3199680000017547  0.6951898114929803   0.6931477634014052   0.6935472605851973   0.6931472405836447   0.0002000000072257535 0.00040002000149647835 0.6931472405838641   
