# M=28, N=14, max=1, PBC
# U/t E0/t              S1(l=14)            S1_OP(l=14)          S2(l=14)            S2_OP(l=14)              Sigma2_n(l=14)
-0.030000000019365026 -17.98765950789727 1.455720870820509 0.4312578949279244 1.1129460207421409 0.2359400572549627 0.45433927472490154
-0.0332441058799503 -18.00119878186179 1.4557221477812559 0.4309233033898828 1.1130598452809453 0.23571085800119196 0.4546454114515299
-0.03683901916813193 -18.01621089782745 1.4557237190269796 0.4305522529821553 1.113186310451804 0.23545677647029545 0.45498528161601826
-0.04082267509827882 -18.032857125842963 1.4557256528083766 0.4301407362069272 1.1133268600748156 0.23517509854915825 0.4553626800502286
-0.045237111079799136 -18.051316634197363 1.4557280333631726 0.42968429675701414 1.1134831120817532 0.23486281084536917 0.4557818468356487
-0.05012891031563893 -18.071788530520454 1.4557309647194654 0.42917797722442 1.1136568816119206 0.234516566846612 0.4562475238571153
-0.05554969337013041 -18.09449414805741 1.455734575425689 0.4286162602064222 1.1138502076424945 0.23413264901836284 0.4567650197155757
-0.061556662893444754 -18.119679609346093 1.4557390244411952 0.42799300185339617 1.1140653837968724 0.23370692630382717 0.4573402841276817
-0.06821320725083786 -18.147618704367034 1.455744508483577 0.42730135671335173 1.1143049941135483 0.23323480636206154 0.45797999400811307
-0.07558956942646847 -18.17861612593299 1.4557512712087926 0.42653369253411566 1.1145719547318538 0.23271118180752326 0.45869165291566105
-0.08376358826037628 -18.213011111810452 1.4557596147033334 0.42568149340193306 1.1148695626700131 0.232130369533617 0.45948370691711204
-0.09282151984050067 -18.25118155104038 1.4557699139015627 0.42473524927976747 1.1152015531481472 0.23148604205644624 0.4603656799156255
-0.10285894771745487 -18.29354862141956 1.4557826347158345 0.4236843295911407 1.1155721672624093 0.23077114958729442 0.46134833246152596
-0.1139817915470694 -18.3405820364544 1.4557983568963175 0.42251683796332473 1.115986232270561 0.22997783124733012 0.4624438494469487
-0.12630742480437512 -18.39280599373417 1.4558178029401307 0.4212194445739043 1.1164492573375921 0.22909731348504067 0.463666063326734
-0.13996591336366881 -18.450805933127185 1.4558418747719748 0.4197771916914588 1.1169675483553136 0.22811979333103072 0.46503072050074223
-0.1551013880147405 -18.51523623316833 1.455871700458923 0.4181732668300853 1.1175483464647995 0.22703430343384656 0.46655580271653463
-0.1718735653986984 -18.586828998361344 1.4559086939522865 0.4163887364778854 1.1181999962498337 0.22582855510651928 0.4682619167334039
-0.19045943341302138 -18.666404120008696 1.4559546318473353 0.4144022313436243 1.1189321513836628 0.22448875449242528 0.47017277103195454
-0.21105511887102466 -18.754880830098347 1.4560117525280634 0.41218957137491025 1.1197560279694305 0.22299938551584816 0.47231576452757196
-0.23387795712415968 -18.853291013706414 1.4560828849851126 0.40972331515046234 1.1206847192086298 0.22134295135229076 0.4747227200077333
-0.2591687854867744 -18.962794602962756 1.45617161730963 0.4069722131705624 1.1217335897732046 0.21949966341692545 0.4774308076454403
-0.28719448466463093 -19.084697448485514 1.456282518755464 0.40390053746798565 1.122920774984141 0.21744706307099357 0.48048372147735563
-0.31825079500552733 -19.220472157288263 1.4564214349205762 0.40046724989227156 1.124267819603824 0.21515955592925642 0.48393319587410133
-0.35266543729042454 -19.371782506483033 1.4565958839710635 0.39662495682070703 1.125800505302963 0.212607830902932 0.487840987034204
-0.39080157099713214 -19.540512199639217 1.4568155944530596 0.3923185765759808 1.127549937216853 0.20975812480664824 0.4922815012009991
-0.43306162652977764 -19.728798942013924 1.4570932446672482 0.3874836136330068 1.1295539927050098 0.20657127660262878 0.4973453363707421
-0.4798915518535437 -19.93907509393793 1.4574454941968251 0.3820438841419593 1.1318592867221624 0.20300148958207442 0.5031441439302426
-0.5317855183471609 -20.174116552078672 1.4578944477081595 0.37590845935232253 1.134523890879027 0.19899467977666177 0.5098174379657223
-0.5892911355315212 -20.437102059495263 1.458469773689683 0.36896746710188044 1.137621180598181 0.19448622444421299 0.5175423548914182
-0.6530152297026794 -20.731685944894416 1.4592118431286532 0.36108617987540303 1.1412454208846896 0.18939781773269596 0.5265480139574024
-0.7236302474480942 -21.062088488539693 1.4601765083594842 0.3520964498698189 1.1455201234905825 0.18363295699609364 0.5371373011603637
-0.8018813516190211 -21.433209972740688 1.4614426213859704 0.34178388297867435 1.1506109987280044 0.177070253960962 0.5497211145564123
-0.8885942846390915 -21.85077749739463 1.463124340007634 0.3298678651094025 1.156746886674239 0.16955314426281953 0.5648745411095959
-0.9846840821264075 -22.321538819156466 1.4653922759046483 0.3159689540639048 1.1642553420474915 0.16087332816373623 0.5834339021406407
-1.0911647287793846 -22.853526935502554 1.4685121288726102 0.29955244933411723 1.1736270441983383 0.15074261130909902 0.6066755373372388
-1.2091598584197905 -23.45643787412248 1.4729210618563213 0.2798232210733672 1.1856420671933572 0.13874156440002197 0.636673466814436
-1.3399146111048583 -24.1422052925145 1.4793955546684692 0.2555095302928617 1.2016450491760329 0.12421699936291221 0.6770980037007632
-1.4848087724302996 -24.92595931048977 1.4894802217830523 0.22435380223702261 1.224241007184728 0.10605014649817508 0.7352981322869141
-1.6453713336763087 -25.827877670098495 1.5068732386384693 0.1816412409026322 1.2595085947498408 0.08202983970588616 0.8292015878943175
-1.8232966264420687 -26.877828432579783 1.5443905006387042 0.11422488504239825 1.3277408682345322 0.046663821065019255 1.022806282242307
-2.0204622020290013 -28.139756995742882 1.8340606282207506 0.021434129872240866 1.6728588428158928 0.006340968075373148 2.198790033205512
-2.238948644244412 -30.34354294497328 3.222511159526557 0.6149817550491399 3.1412122640763314 0.5682092742911269 14.387910705431366
-2.4810615246995535 -33.26707225659565 3.265889673657182 0.6193888156245965 3.2030449506086716 0.586911163523691 15.556191312564643
-2.7493557322847186 -36.60451886417868 3.284688423208198 0.6230952929567355 3.233503021215006 0.5962405192993008 15.937893133095677
-3.0466624335574264 -40.35499049193396 3.29628666364617 0.6264296088966353 3.255360492894528 0.6031846849448471 16.12596595655117
-3.376118948542384 -44.54570769759371 3.3043294839669706 0.6293092364258348 3.2719428388513956 0.6092237132359017 16.235763115268824
-3.741201857206702 -49.21508771517948 3.310234276469543 0.6317525799493787 3.2846778341705143 0.6145840883281545 16.306197637307235
-4.145763685965449 -54.4092516747501 3.314715777446629 0.6338066276227887 3.29453042822457 0.6192833569805519 16.35419316221366
-4.594073561350804 -60.181148847933144 3.3181898226863042 0.6355233604976834 3.3022060025330306 0.6233403479133854 16.38829338608837
-5.090862259841393 -66.59052504407508 3.3209214760598726 0.6369522503001553 3.308225100747024 0.626798745373858 16.41326594893082
-5.641372129238835 -73.70426151671879 3.3230907178794906 0.6381378053530935 3.3129735763557067 0.629718254772854 16.431972607750765
-6.251412408385259 -81.59692329747041 3.3248254718335737 0.6391189673484516 3.316739439305825 0.632164536195041 16.446229713718203
-6.927420528981501 -90.35145533412927 3.326219793080521 0.6399292578977276 3.3197395709276183 0.6342025353886196 16.45724210532363
-7.676530046391538 -100.0600028665655 3.3273446143265977 0.64059722927648 3.3221388439251553 0.6358927818188425 16.465837985921873
-8.506645916270957 -110.82484926784646 3.328254465956015 0.6411470202079055 3.324063764284537 0.6372896506164106 16.47260352904121
-9.426527911373787 -122.75947301839905 3.3289918816820996 0.6415989237800432 3.3256122432646005 0.6384408088309778 16.47796374032903
-10.445883058791077 -135.98973033780902 3.3295904043353284 0.6419699244583759 3.326860654130671 0.6393873340659292 16.48223300684549
-11.575468073062348 -150.65517323310698 3.3300767071230553 0.642274185728591 3.3278689805867794 0.640164187280943 16.48564779785866
-12.827202866082331 -166.91051521346913 3.330472134033979 0.6425234823062712 3.3286846151349216 0.6408008473082867 16.48838846088239
-14.214296331612761 -184.92725909554895 3.330793845485294 0.6427275771344391 3.3293451932428573 0.6413219937295663 16.490594136932692
-15.751385731736596 -204.8955034042166 3.3310556873482184 0.6428945464882475 3.3298807313343106 0.6417481739549845 16.49237320828015
-17.45469115612598 -227.02594598729348 3.3312688608131533 0.6430310579108864 3.3303152562460183 0.6420964206946479 16.493810770264176
-19.34218668405074 -251.5521056896448 3.3314424454370832 0.6431426061924239 3.3306680588421154 0.6423808044773396 16.49497407417423
-21.433790055309398 -278.73278532777084 3.33158381174664 0.6432337125909973 3.330954666663145 0.6426129168336424 16.495916557297363
-23.75157285157939 -308.85480181511986 3.331698949333321 0.6433080922180764 3.331187604246347 0.6428022860008606 16.49668086995819
-26.319993406119035 -342.2360121497872 3.331792729373082 0.6433687940988513 3.3313769913618567 0.6429567303004261 16.49730117784123
-29.166154899593725 -379.2286671272262 3.331869115679041 0.6434183179517389 3.3315310163781207 0.6430826558207289 16.497804932244506
-32.32009136557486 -420.22312811897325 3.3319313349928685 0.6434587112554357 3.331656312629843 0.6431853054443722 16.498214244011514
-35.81508462377594 -465.65198610358397 3.3319820147626094 0.6434916497123416 3.3317582588891126 0.6432689660471358 16.498546958430197
-39.68801548545427 -515.9946263906143 3.332023294841968 0.6435185037903064 3.3318412200712775 0.643337140162637 16.498817501912292
-43.97975293706267 -571.7822871886574 3.3320569181836754 0.643540393637212 3.3319087406191947 0.643392687728555 16.49903755273386
-48.73558540900003 -633.6036653847191 3.332084304558278 0.643558234317834 3.3319637002422486 0.6434379428154438 16.49921657495559
-54.005698680411214 -702.1111286802451 3.332106610522925 0.643572773019363 3.3320084395882508 0.6434748095473021 16.499362245140382
-59.84570546311231 -778.0275996302572 3.3321247782322017 0.6435846196092239 3.3320448618200964 0.643504840787745 16.49948079453514
-66.31723225305974 -862.154184224194 3.332139575182588 0.6435942717028432 3.3320745148285233 0.6435293025989449 16.499577284216357
-73.48856964209551 -955.378625505128 3.3321516265830207 0.6436021352061798 3.3320986578467444 0.643549226986572 16.499655826846393
-81.43539295236425 -1058.6846714312612 3.3321614417241303 0.6436085411347595 3.332118315475907 0.6435654550206487 16.49971976572902
-90.2415607978742 -1173.162455831784 3.332169435460879 0.6436137593733295 3.332134321533553 0.6435786720624481 16.49977181961691
-100.0 -1300.0200020004006 3.332175945715137 0.643618009925083 3.332147354664039 0.6435894365256063 16.49981419996574
