# M=24, N=12, max=1, PBC
# U/t                  E0/t                S1(l=12)             S1_OP(l=12)          S2.0(l=12)           S2.0_OP(l=12)        Sigma2_n(l=12)       H(2.0)              S(2.0)_OP(5) 
  0.030000000019365026 -15.216236508574841 1.4045144377061882  0.4037601824068539  1.0703829030137204  0.21894841942136584 0.43324404505109015 0.8347396280102588  0.21859446939636049 
  0.0332441058799503   -15.204767747850891 1.404515663774543   0.40408439583213707 1.070271670219067   0.2191701475533052  0.43296302135372855 0.8343689521467281  0.218814724555464   
  0.03683901916813193  -15.192066190510296 1.4045171663765783  0.40444343029635965 1.0701487298288541  0.21941578849964705 0.4326521441134048  0.8339585204975547  0.2190587272558648  
  0.04082267509827882  -15.17800020671923  1.4045190074958145  0.4048409984966137  1.0700128878900654  0.21968791465422732 0.4323083040291138  0.8335041064847959  0.21932903062869824 
  0.045237111079799136 -15.162424313727307 1.404521262871751   0.40528120315744004 1.0698628373981485  0.2199893739320137  0.4319280815875288  0.8330010421987737  0.21962846091676508 
  0.05012891031563893  -15.145177764008125 1.4045240250042745  0.40576857679816636 1.0696971496042034  0.22032331910799913 0.43150771909353125 0.8324441739733195  0.2199601464769666  
  0.05554969337013041  -15.126083000110677 1.4045274067972677  0.40630812532455424 1.069514265143307   0.22069324028321316 0.4310430907469538  0.831827813803565   0.22032754985075625 
  0.061556662893444754 -15.10494396613857  1.4045315459715129  0.4069053757711919  1.0693124851236362  0.22110300081715045 0.43052967088122784 0.8311456862809722  0.22073450323791258 
  0.06821320725083786  -15.081544265642757 1.4045366104012937  0.4075664285516348  1.0690899623624963  0.22155687712468286 0.42996250031253425 0.8303908706780907  0.22118524775268802 
  0.07558956942646847  -15.055645155775156 1.4045428045574997  0.4082980145957599  1.0688446930127347  0.2220596027779787  0.42933615100162825 0.8295557378110426  0.22168447689417525 
  0.08376358826037628  -15.02698336787164  1.4045503772723935  0.4091075577952506  1.0685745088933885  0.2226164174414598  0.4286446889728879  0.828631881251964   0.22223738472736027 
  0.09282151984050067  -14.995268745298516 1.4045596310781945  0.4100032432072189  1.0682770709239298  0.22323312122858668 0.42788163587375294 0.8276100424532972  0.22284971935146464 
  0.10285894771745487  -14.960181690503047 1.404570933413254   0.4109940915253644  1.0679498641652174  0.22391613519763084 0.42703992927658163 0.8264800292721637  0.22352784233337453 
  0.1139817915470694   -14.92137041489017  1.4045847300356324  0.4120900403878147  1.0675901950956115  0.22467256882971945 0.4261118820619103  0.8252306273251426  0.22427879491361163 
  0.12630742480437512  -14.87844798755366  1.4046015610342117  0.4133020331780261  1.0671951919013845  0.22551029551239718 0.42508914124769603 0.8238495035076091  0.2251103719607051  
