# M=26, N=13, max=1, PBC
# U/t E0/t              S1(l=13)            S1_OP(l=13)          S2(l=13)            S2_OP(l=13)              Sigma2_n(l=13)
-0.030000000019365026 -16.708339270938044 1.4310966160231928 0.41467395630664483 1.1204555405860166 0.22513254456335377 0.4474270079381242
-0.0332441058799503 -16.720905665940364 1.4310978909259529 0.4143455435583622 1.1205027942442058 0.22491178195340328 0.447720662142963
-0.03683901916813193 -16.734839070733138 1.4310994596428654 0.4139813201799929 1.1205555008162142 0.22466700664368494 0.44804670945303116
-0.04082267509827882 -16.75028916726707 1.43110139031662 0.41357734445840305 1.1206143298102513 0.22439558926169767 0.4484088017026764
-0.045237111079799136 -16.767422249667774 1.4311037670520255 0.41312923208526886 1.120680041940134 0.22409460836771564 0.4488110207173719
-0.05012891031563893 -16.786423118676414 1.4311066937135457 0.41263210435413245 1.120753503499752 0.22376081698976508 0.4492579335233913
-0.05554969337013041 -16.8074972036491 1.431110298648116 0.41208052979028575 1.1208357034046055 0.2233906050968798 0.4497546552042664
-0.06155666289344478 -16.830872942026012 1.4311147405667919 0.4114684582317928 1.1209277734747412 0.2229799574068327 0.45030692159292585
-0.06821320725083786 -16.856804450677956 1.4311202158810776 0.4107891462398192 1.1210310126729406 0.22252440590380865 0.4509211729035272
-0.07558956942646847 -16.885574528822424 1.4311269678692813 0.4100350724775798 1.121146916189895 0.2220189762675956 0.4516046509062335
-0.08376358826037628 -16.917498038446173 1.4311352981516452 0.4091978414558533 1.1212772104945818 0.22145812732160072 0.4523655118564278
-0.09282151984050066 -16.952925715570593 1.431145581086262 0.4082680737036839 1.1214238957598877 0.2208356824046889 0.453212958560556
-0.10285894771745487 -16.992248474508497 1.431158281872481 0.4072352800145512 1.1215892974490815 0.22014475135784414 0.4541573956990561
-0.1139817915470694 -17.035902277795085 1.4311739793770362 0.406087716907139 1.1217761293380497 0.2193776415609639 0.45521061325792544
-0.12630742480437512 -17.084373657130595 1.431193395000637 0.40481221976873694 1.1219875708873421 0.2185257560890509 0.456386004636812
-0.13996591336366881 -17.13820598594212 1.4312174293046525 0.40339400930664016 1.1222273627206356 0.21757947663797605 0.45769882730480305
-0.1551013880147405 -17.198006622704376 1.431247208656942 0.4018164658035269 1.1224999250850203 0.2165280282544116 0.459166516965162
-0.1718735653986984 -17.264455066755616 1.4312841448851563 0.40006086422818793 1.1228105056671098 0.21535932218944226 0.4608090685740436
-0.19045943341302138 -17.338312296085594 1.4313300119217398 0.39810606129525067 1.1231653651647506 0.21405977216539251 0.4626495023210637
-0.21105511887102466 -17.42043149082571 1.4313870447988213 0.39592812294829766 1.1235720117815013 0.21261407799635423 0.4647144385551627
-0.23387795712415962 -17.511770388791405 1.4314580682684424 0.3934998771723473 1.1240394996328475 0.21100496866679916 0.4670348137872722
-0.2591687854867744 -17.613405572858927 1.4315466650327553 0.3907903721185253 1.1245788113980593 0.20921289444742935 0.46964678125578274
-0.28719448466463093 -17.726549057557893 1.4316573974500197 0.38776421260090005 1.1252033531274206 0.20721565402911982 0.4725928570209419
-0.31825079500552733 -17.852567628629828 1.4317961022283896 0.3843807382400984 1.125929600017557 0.2049879376732913 0.47592339555376384
-0.35266543729042454 -17.993005500921956 1.4319702859717842 0.3805929923146261 1.1267779479143556 0.20250076003508766 0.4796985156925615
-0.39080157099713214 -18.14961100610874 1.4321896620324848 0.3763464095132997 1.1277738490807325 0.1997207456659929 0.48399065114804785
-0.43306162652977764 -18.324368215912557 1.4324668885026266 0.37157711938864096 1.1289493469313947 0.19660921415584198 0.4888879839448279
-0.4798915518535437 -18.51953466899718 1.432818597705263 0.3662097141278896 1.1303451807598162 0.19312098744496295 0.4944991505128584
-0.5317855183471609 -18.737686731737064 1.4332668569225864 0.3601542533107536 1.1320137214930628 0.18920280350126747 0.5009598254031715
-0.5892911355315212 -18.98177463405667 1.433841282373177 0.3533021552901669 1.134023147678454 0.18479115904557392 0.5084421459827126
-0.6530152297026794 -19.255189962571077 1.4345821702765 0.3455204188384791 1.136463523172338 0.17980930196534273 0.5171685649304223
-0.7236302474480942 -19.561849502509773 1.4355452630863819 0.33664326085267715 1.1394558845241838 0.1741629189810161 0.5274328405524074
-0.8018813516190211 -19.90630104343281 1.4368092460043078 0.3264596066192508 1.1431662730546364 0.16773375084535852 0.5396330009643506
-0.8885942846390915 -20.29385956284534 1.438488013444772 0.3146936295794705 1.1478282625635736 0.16036977931512097 0.5543253614463097
-0.9846840821264075 -20.730786995088806 1.4407517403954 0.30097302200699816 1.1537809009019129 0.15186946012017127 0.5723177304088267
-1.0911647287793846 -21.224537547692837 1.4438653562897252 0.2847741791145547 1.1615365767068833 0.14195497954872835 0.5948408792687232
-1.2091598584197905 -21.784107852914197 1.4482645496226776 0.2653202881462697 1.1719122349645748 0.13022370197623562 0.6238909436156916
-1.3399146111048588 -22.420569247934623 1.454722642297103 0.24137264613153994 1.186311004850929 0.11605188447980613 0.6629919716261483
-1.4848087724303 -23.147955248171662 1.4647762608236643 0.21074226510181296 1.2074231877524466 0.09837954441800349 0.7191761578974791
-1.6453713336763092 -23.984972454731473 1.4820969168804168 0.16889721914774672 1.241420660836428 0.07514271981670369 0.8094961261056994
-1.8232966264420694 -24.959277635458054 1.5193379942287795 0.10352537766896594 1.3083934351054416 0.04143250000980656 0.9938761595297123
-2.0204622020290017 -26.12921266957782 1.7761130955783127 0.01569563611702826 1.6185280787432597 0.0044093763264306 1.9807504927787107
-2.2389486442444126 -28.10759516543833 3.1362282687744996 0.6071113751994386 3.0493842862943827 0.5562273634109144 12.122599725699267
-2.4810615246995544 -30.786431252700652 3.1863085628042516 0.6135170275314911 3.119229088851689 0.5784830099022668 13.314325077305263
-2.749355732284719 -33.85524017479261 3.2068681899418627 0.6176748841326856 3.152116826064366 0.588746795034117 13.693923536126256
-3.0466624335574273 -37.30834428191245 3.219405239772388 0.621291425729424 3.1755634366711316 0.5962566888816334 13.879785121639685
-3.376118948542385 -41.16959247898528 3.228075121020756 0.6243973484491057 3.1933428654184866 0.6027662625715391 13.988238862436702
-3.7412018572067027 -45.47388676864462 3.234435813350206 0.6270296316277916 3.2070050256737885 0.6085403281034665 14.0578714313733
-4.145763685965451 -50.2634882209085 3.239262409490398 0.6292419024642476 3.2175822022996643 0.6136014104642415 14.105368250953475
-4.594073561350805 -55.58707534765737 3.243003771823189 0.6310907426994722 3.2258272536130614 0.6179705619458857 14.139143764570498
-5.090862259841395 -61.49966280069154 3.245945571912764 0.6326295593404246 3.2322961458667514 0.6216950118300112 14.163896183837274
-5.641372129238837 -68.06288939199655 3.2482816832180528 0.6339063139438444 3.237401504362745 0.6248391045918064 14.18244850856152
-6.251412408385261 -75.3455108903419 3.250149880952658 0.6349629506911946 3.2414516933089472 0.6274735630120154 14.19659442061105
-6.927420528981504 -83.42403480550159 3.2516514579732894 0.6358355714733562 3.2446791620074573 0.6296683317712449 14.207524898015265
-7.676530046391541 -92.38347282027425 3.2528628040049923 0.6365549253146248 3.247260770096493 0.6314885972625471 14.216059328984109
-8.506645916270964 -102.31820335160438 3.253842644240331 0.637147007868719 3.249332317306782 0.6329929175338298 14.222778084830068
-9.42652791137379 -113.33294510703357 3.254636784257957 0.6376336732573551 3.2509989691333883 0.6342326263876179 14.228102236467748
-10.445883058791082 -125.54384727902041 3.255281347116555 0.6380332124502742 3.252342796525525 0.6352519612580213 14.232343432402246
-11.575468073062355 -139.07970516004553 3.2558050578113624 0.638360878433807 3.2534282834267256 0.6360885724131771 14.235736192147414
-12.827202866082338 -154.08331234738696 3.2562309021770566 0.6386293516713424 3.2543063943114694 0.6367742062888513 14.238459447262649
-14.214296331612768 -170.7129627639365 3.2565773606631114 0.6388491461016967 3.255017611898902 0.6373354408964348 14.24065129252002
